,id,date,from_id,to_id,fwd_from,message,type,duration
48,140582,2022-11-18 07:01:03+00:00,,PeerChannel(channel_id=1315735637),,"Российский исследователь Иван Кондаков создает принципиально новую конструкцию для фюзеляжей современных отечественных самолетов.
О том, почему композитные обшивочные конструкции легче и прочнее традиционных металлических  — смотрите в проекте «Победители».

Серия 9 – Иван Кондаков. Авиация 
VK
RuTube
Яндекс.Дзен",video,1210
49,140581,2022-11-18 06:42:06+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 41, 3, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1572748754), from_name=None, channel_post=213, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Ну вот и началось…
Тема денег для Украины становится токсичной в США. Конгрессмены требуют тотальных проверок того, куда ушли гигантские бабки. И куда пойдут новые десятки миллиардов, запрошенные странным стариком Байденом, которого на Капитолийском холме метко обозвали вице-президентом Украины. 
Это было неизбежно, таковы законы политического жанра. Республиканцы, став сильнее после выборов, гонят большую волну на демократов. Демократы отбиваются. Не нужно иллюзий, большие деньги на милитаризацию украинского режима будут выделять и дальше. Это составная часть русофобского консенсуса в американских политэлитах. 
Важно другое. Делать это станет всё сложнее и сложнее. А настроение у обычных американцев начнёт постепенно разворачиваться в сторону реальности. Их снова надули: из бюджета США в период экономического спада и роста цен на всё вокруг перекачали в неведомом направлении гигантские средства. В интересах ВПК. В интересах раненного в Незалежной самолюбия семейки Байдена. В интересах обычных жуликов – как в самой Америке, так и по всему свету зарабатывающих на чужом горе. И этот эффект будет накапливаться до тех пор, пока в Конгрессе не приостановят безоглядную поддержку националистического режима на Украине.

А это случится. Америка всегда бросала своих друзей и своих лучших «сукиных сынов». Так будет рано или поздно и в этот раз. 

Отсюда утрата остатков реальности и слезливые истерики клоунов в Киеве. Они распустили сопли и в исступлении требуют всё новых и новых санкций против России. И всё больше и больше западного бабла на войну. 
Только это способно продлить их сладкую наркотическую агонию…",text,
50,140580,2022-11-18 06:36:15+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 11, 54, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1164348791), from_name=None, channel_post=6698, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","БАТЯ ГЕНЕРАЛА СУРОВИКИНА, ОКАЗЫВАЕТСЯ, СБИЛ ТРИ АМЕРИКАНСКИХ САМОЛЕТА. ПОГИБ НА ДАЛЬНЕМ ВОСТОКЕ, УВОДЯ СВОЙ ПАДАЮЩИЙ САМОЛЕТ ОТ ЖИЛЫХ КВАРТАЛОВ. 

С Дальнего Востока мне пишет мой старший друг Василий Масюк, легендарный командир Московского погранотряда (Таджикистан 1993):  

«Доброго Вам утра и благословенного!
25 апреля 1966 года с авиабазы Воздвиженка (в 9 км от Уссурийска) взлетел истребитель-бомбардировщик Су-7Б. после набора им высоты 100—150 метров на самолёте отказал двигатель. Впереди по курсу виднелись жилые дома и школа. Имея приказ катапультироваться, летчик все же остался в кабине и сумел направить самолёт в безлюдное место. 

Шансов на собственное спасение у него не осталось. Похоронили героя в селе Воздвиженка, за этот подвиг его посмертно наградили орденом Ленина. Звали полковника авиации Владимир Иванович Суровикин.

Через 5.5 месяцев - 11 октября 1966 года - вдова полковника родила сына Сергея. Позже его назовут генерал Армагеддон. В октябре 2022 года Владимир Путин назначит его командующим российской группировкой войск в зоне проведения специальной военной операции.🤝»

Владимир Суровикин участвовал в Великой Отечественной войне, и в войне с американцами в Корее.",text,
51,140579,2022-11-18 06:26:18+00:00,,PeerChannel(channel_id=1315735637),,"⚡️⚡️⚡️⚡️⚡️США призывали страны ЕС с осторожностью комментировать ракетный инцидент в Польше и проводили для этого интенсивные контакты с их лидерами.

Politico",text,
52,140578,2022-11-18 06:22:25+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 8, 42, 38, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1754432876), from_name=None, channel_post=9144, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","В России появился аналог американского БПЛА-камикадзе Switchblade.

Дмитрий Рогозин в своём телеграм-канале опубликовал видео работы различных БПЛА (независимых российских разработчиков). На кадрах замечен дрон, который является аналогом американского «Switchblade 300». 

Запуск производится минометным способом с пневматической катапульты. Помимо одиночного запуска дрона из пусковой установки, также есть возможность запускать БПЛА используя специально оборудованную наземную технику.",video,28
53,140577,2022-11-18 06:21:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 12, 37, 50, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1155389484), from_name=None, channel_post=3443, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Сегодня в гостях у Владимира Соловьева рассказал о работе ЧВПК 'Царские волки"" на Донбассе, о проблемах создания российской орбитальной группировки, о необходимости немедленного восстановления промышленного производства на новых территориях и об итогах боевых испытаний разработок частных отечественных инженерных коллективов.",video,1248
54,140576,2022-11-18 06:21:02+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 6, 12, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1291953231), from_name=None, channel_post=6353, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Специально для Хантера Байдена, которого могут посадить за иноагентство по итогам расследования республиканского большинства в Палате Представителей, мы нашли поднос с едой из американской тюрьмы на Юго-Западе Вашингтона. Мы там были. Там не очень. 😢

Мы будем ещё публиковать разные картинки для сына президента, мы ведь заботливые. Предупрежден, значит вооружен! Все что найдём, ибо они чистят интернет, но социальные сети великие....",photo,
55,140575,2022-11-18 06:15:56+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 4, 40, 12, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1069772626), from_name=None, channel_post=40348, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",«После 12 лет правления консерваторов… И катастрофического мини-бюджета… Мы должны взять ответственность… И прямо указать на Путина»: The Times обрисовала работу правительства Великобритании,photo,
56,140574,2022-11-18 06:14:41+00:00,,PeerChannel(channel_id=1315735637),,"⏺ФОРМУЛА СМЫСЛА | СОЛОВЬЁВ LIVE

📈Экономист Александр Лосев в студии 

📺Смотрите на SOLOVIEV.LIVE и в Telegram",photo,
57,140573,2022-11-18 05:16:35+00:00,,PeerChannel(channel_id=1315735637),,"⏺ФОРМУЛА СМЫСЛА | СОЛОВЬЁВ LIVE

Публицист Михаил Леонтьев вышел в эфир

📺Смотрите на SOLOVIEV.LIVE и в Telegram",photo,
58,140572,2022-11-18 04:55:29+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 20, 59, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1592391298), from_name=None, channel_post=2051, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","⚡️На заседании Совета управляющих МАГАТЭ 17 ноября с.г. была принята непрофессионально составленная, выходящая за рамки мандата Агентства и содержащая фактологические ошибки резолюция по вопросам ядерной безопасности, ФЯБ и гарантий на Украине

🔵 Это ещё один шаг к политизации работы МАГАТЭ

🔵 Отрадно то, что страны, в которых проживает большая часть человечества, отказали этому проекту в поддержке

❌ Против проголосовали Россия и Китай

❗️Воздержались Вьетнам, Индия, Кения, Намибия, Пакистан, Саудовская Аравия и ЮАР

📌 Делегации Бурунди и Ливии не участвовали в голосовании",photo,
59,140571,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 39, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3040, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
60,140570,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 39, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3039, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
61,140569,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 39, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3038, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
62,140568,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 39, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3037, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
63,140567,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 39, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3036, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
64,140566,2022-11-18 04:43:34+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 3, 47, 38, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1460467317), from_name=None, channel_post=3035, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Из всего большого интервью Марии Захаровой журналу Le Point французам больше всего зашла фраза, что ""Макрон нас утомил"". Из комментариев: ""Он не только вас утомил, Францию тоже. Он гуляет по миру, чтобы мы проверили, что от него есть польза..."", ""Что касается меня, он тоже утомил. И я говорю утомил, чтобы выразить это таким же словом, иначе бы я сказала по-другому"", ""в статье как минимум одно верно, Макрон нас утомляет"". А так в принципе мнения очень поляризованы. Одни решили тут же отписаться от журнала за такую публикацию, другие наоборот, благодарят, что спустя столько месяцев цензуры и кормёжки экспертными мнениями, наконец-то вышло интервью с той стороной, после которого каждый может сделать свои выводы. А кто-то даже пошел все проверять и говорит, что будет перечитывать его вновь и вновь по строчке. В общем, полезная вышла история.",photo,
65,140565,2022-11-18 04:19:28+00:00,,PeerChannel(channel_id=1315735637),,,text,
66,140564,2022-11-18 04:19:20+00:00,,PeerChannel(channel_id=1315735637),,"🔴🔴ФОРМУЛА СМЫСЛА | СОЛОВЬЁВ LIVE

«Формула Смысла» с Дмитрием Куликовым и Гией Саралидзе уже в эфире.

Сегодня в гостях:

▪️Михаил Леонтьев
▪️Александр Лосев 
▪️Владимир Аватков 
▪️Ростислав Ищенко

▪️Фархад Ибрагимов
▪️Елена Супонина
▪️Константин Сивков

👁 Телеканал Соловьёв Live смотрите на бывших частотах Euronews, в Смарт ТВ, приложениях Смотрим и Wink.

🫵Включай трансляцию!

📺Смотрите на SOLOVIEV.LIVE и в Telegram

Реклама. ПАО ""Промсвязьбанк"". ИНН 7744000912
ID: JapBIS3Wt",photo,
67,140563,2022-11-18 04:00:14+00:00,,PeerChannel(channel_id=1315735637),,,text,
68,140562,2022-11-17 21:58:34+00:00,,PeerChannel(channel_id=1315735637),,"Под мощным артиллерийским ударом НАТОвских 155-ти миллиметровых орудий оказался центр Донецка. Фиксируются прилеты в районе 13 школы в Ворошиловском районе города Донецка. 

Корреспондент Соловьёв Live Евгений Быковский передаёт с места обстрела",video,157
69,140561,2022-11-17 21:18:42+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 20, 55, 44, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1355540894), from_name=None, channel_post=32084, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","‼️💥Взорваны пути в Одесской области: на железную дорогу поступило сообщение об остановке грузового поезда в результате подрыва железнодорожного пути на перегоне Березовка - Рауховка
Связи с машинистом у дежурного нет, сообщают местные издания.
t.me/RVvoenkor",photo,
70,140560,2022-11-17 21:18:00+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 12, 57, 1, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1437733910), from_name=None, channel_post=50632, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","🇷🇺Всемирный банк признал Россию одним из лидеров в области цифровизации госуправления.

Всемирный банк опубликовал результаты международного рейтинга GovTech Maturity Index (GTMI).

▪️GTMI — индекс, измеряющий уровень внедрения цифровых технологий в государственный сектор услуг.

Рейтинг А — наивысший показатель — получили 69 стран из 198, в том числе 9 стран постсоветского пространства.

▪️В первую десятку, помимо России, Эстонии и Литвы, вошли Южная Корея, Бразилия, Саудовская Аравия, ОАЭ, Франция, Индия и Монголия.

Подписаться на  ❤️@SputnikLive",photo,
71,140559,2022-11-17 21:12:27+00:00,,PeerChannel(channel_id=1315735637),,"❗️Республиканцы в палате представителей Конгресса США внесли законопроект об аудите средств на поддержку Украины.

заявление",text,
72,140558,2022-11-17 21:00:15+00:00,,PeerChannel(channel_id=1315735637),,,text,
73,140557,2022-11-17 20:20:13+00:00,,PeerChannel(channel_id=1315735637),,"❗️Как мне кажется, заняв Херсон,  сейчас вряд ли украинские войска будут форсировать Днепр, переправляться на левый берег и штурмовать нашу оборону. Это самоубийство, потому что они будут лёгкой добычей для нашей артиллерии, у них будут проблемы с логистикой через речку - переправа взорвана <...>. Им сейчас выгоднее закрепиться на правом берегу, а высвободившуюся массу военнослужащих перебросить на другое направление.

Александр Коц, военный корреспондент «Комсомольской Правды», в эфире Соловьёв live.",video,251
74,140556,2022-11-17 19:54:01+00:00,,PeerChannel(channel_id=1315735637),,"❗️Если Россия и страны НАТО столкнутся без буфера, которым Запад сейчас пользуется, как инструментом, бутылочным горлышком для открытого противостояния, они понимают все риски, что это будет жизненная угроза нашему государству. И в этом случае включается стратегический резерв — ядерная триада — и Путин об этом сказал. Я думаю, что они на высоком уровне стратегического планирования считают, что Путин блефует, поэтому для них это будет уже такая ловушка Фукидида. Они поймут, что они создают для нас не просто угрозы локальные на Украине, они создают экзистенциальную угрозу. И я всё-таки думаю, что это был бы шанс сесть за стол переговоров. Именно поэтому Украины как государства не должно существовать.

Виктория Федосова, заместитель директора Института стратегических исследований и прогнозов РУДН в эфире Соловьёв Live.",video,60
75,140555,2022-11-17 19:49:58+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 11, 48, 24, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1492765963), from_name=None, channel_post=31487, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Неужели никто не видит, что фашизм возрождается на наших глазах. Не НЕОфашизм, а реваншистский.  Послушайте диалог!

https://t.me/kanzlerdaddy/4076",video,100
76,140554,2022-11-17 19:20:14+00:00,,PeerChannel(channel_id=1315735637),,"❗️Вы показали Такера Карлсона. Мне кажется, что он всё ещё продолжает кампанию по выборам в конгресс, что очень странным кажется, потому что республиканцы в целом очевидно раскололись. Некоторые из них поняли, что кампания, которая была у многих кандидатов выстроена под Трампом и за Трампом, она даёт сбои из-за таких результатов. Возможно, частично этот межпартийный консенсус сложился и последовали новые договорённости в США. Это всё к вопросу: почему США пока не сливают Зеленского, не сливают Украину, не отдают её на растерзание полякам и венграм, которые ждут.

Виктория Федосова, заместитель директора Института стратегических исследований и прогнозов РУДН в эфире Соловьёв Live.",video,112
77,140553,2022-11-17 19:03:01+00:00,,PeerChannel(channel_id=1315735637),,"❗️Москва вчера запустила электронное голосование.
Мэр Москвы Сергей Собянин предложил решить, что лучше, как городу подходит. Или мы полноценно Новый год празднуем, как в прошлом году, но тогда денег будет потрачено много. 
А о втором варианте мэр Москвы рассказал в своем блоге: ""Москва не отказывалась от праздников даже в самые трудные времена"". 
И Сергей Собянин предложил решить, в каком формате Москва будет праздновать Новый год и Рождество. Этой теме посвящено новое голосование в проекте ""Активный гражданин"".",video,94
78,140552,2022-11-17 18:51:11+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 17, 4, 54, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1141171940), from_name=None, channel_post=3118, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Один из результатов сегодняшней успешной атаки чеченских бойцов. Денацифицированы трое, еще один взят в плен. Эта скрытая позиция украинских оккупантов обнаружила себя недавно и, как видите, долго не продержалась.
Пока происшедшее на границе Польши Зеленский и Запад пытаются каким-нибудь фантастическим образом свалить на Россию и пока СБУшники стучат по клавиатуре, мы тут делом занимаемся. 
СБУшники, эти нацики передать вам привет уже не смогут. Я чуть позже других покажу.",video,73
79,140551,2022-11-17 18:43:41+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 43, 30, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1774557227), from_name=None, channel_post=6075, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Видеообращение ""военнослужащих"" одного из полков территориальных войск Смоленской области, пожаловавшихся на отсутствие артиллерийской поддержки и связи с командованием в ходе спецоперации на Украине, оказалось постановочным и направлено на дискредитацию деятельности Вооружённых сил России. 

Об этом заявили в Национальном центре управления обороной (НЦУО) России.",text,
80,140550,2022-11-17 18:43:01+00:00,,PeerChannel(channel_id=1315735637),,"❗️Надо понимать, что Польша – непредсказуемый игрок, но даже самый непредсказуемый игрок уважает большую силу. В тот момент, когда российские войска выйдут, я не скажу к Ровно или к Львову, а выйдут к Полтаве, Чернигов, Харьков, Днепр. Вот в этот момент количество желающих повоевать в Польше уменьшится, а число желающих договариваться – увеличится. 

Николай Межевич, доктор экономических наук, эксперт дискуссионного клуба «Валдай» в эфире Соловьёв Live о том, что Польша мнит себя империей.",video,69
81,140549,2022-11-17 18:35:52+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 33, 55, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1001872252), from_name=None, channel_post=49613, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Римский суд оправдал Сильвио Берлускони. Экс-премьера подозревали в подкупе свидетелей по делу о предполагаемом использовании услуг несовершеннолетних проституток. Суд вынес соответствующее решение ввиду ""отсутствия факта"" преступления.

@vestiru24",text,
82,140548,2022-11-17 18:30:25+00:00,,PeerChannel(channel_id=1315735637),,"❗️Я не придаю значения заявлению Залужного, потому что хозяева там — американцы. Когда они решат убрать Зеленского, они его уберут. Уберут и Залужного без всяких проблем, никакая армия возражать не будет против этих замен. За эти восемь лет они слишком укрепили свое влияние, поэтому ни Залужный, ни Зеленский никакого самостоятельного значения на Украине не имеют. Ситуация, связанная с ракетой, попавшей в Польшу, посмотрите, как менялась тональность выступлений Зеленского. Как пренебрежительно отозвался о нем Байден, это же непозволительно - о президенте другой страны сказать, что заявление другого президента не является достоверным фактом.

Николай Азаров, экс-премьер-министр Украины, в эфире Соловьёв live.",video,80
83,140547,2022-11-17 18:21:30+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 19, 31, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1377658857), from_name=None, channel_post=7554, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Я в своей жизни встречал много отчаянно смелых и мужественных людей, по-хорошему бесшабашных и всем сердцем любящих свою Родину, готовых отдать за это жизнь и здоровье. Но, пожалуй, Жора Медведев стоит в моем списке особняком. Он влюблён в Горловку и в её ни в чем неповторимых людей, наверное, таких же отчаянных и мужественных, как и он сам. Он везде первый – там, где беда, там, где больно и смертельно опасно, старается помочь и уберечь, предостерегая от опасности.
Я практически никогда не рекламирую Telegram-каналы, но сейчас особый случай. На этого мальчика стоит подписаться. 
Годный парень.
НАСТОЯЩИЙ!",photo,
84,140546,2022-11-17 18:17:31+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 3, 29, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1498939244), from_name=None, channel_post=33683, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
85,140545,2022-11-17 18:17:30+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 3, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1498939244), from_name=None, channel_post=33682, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
86,140544,2022-11-17 18:17:30+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 3, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1498939244), from_name=None, channel_post=33681, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
87,140543,2022-11-17 18:17:29+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 3, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1498939244), from_name=None, channel_post=33680, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
88,140542,2022-11-17 18:17:29+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 3, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1498939244), from_name=None, channel_post=33679, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Друзья, смотрите что вы делаете для фронта и становления нашей великой Родины.

Сегодня пришла партия из 25 коптеров Air2s и 40 дополнительных аккумулятора для них. Так же к каждому коптеру куплен смартфон под прошивку. К концу месяца их дооснастят системами сброса. 

Как закончим с технической частью, начнём распределение по войскам.

Огромная благодарность подписчикам телеграм каналов Старше Эдды, Андрея Медведева, Димы Конаныхина, Свидетелей Байрактара, Нерв, Владимира Рудольфовича Соловьёва - вы часть нашей огромной команды!

Наша карта для закупок средств разведки, как всегда, прежняя, на Диму Конаныхина, ведущего Радио России: 
2202203207229198",photo,
89,140541,2022-11-17 18:16:19+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 18, 15, 16, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1525694277), from_name=None, channel_post=8876, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Наступление на Соледар💪

Российские артиллеристы поддерживают наступление на Соледар. Освобождение города позволит перерезать линию обороны между Северском и Артемовском. Минометчики уничтожают ангары с техникой и топливом врага, чтобы отнять возможность отражать атаку👏

Враг не пройдет!",video,76
90,140540,2022-11-17 18:08:02+00:00,,PeerChannel(channel_id=1315735637),,"❗️Уже более 80 тысяч украинских граждан сбежали на территорию Белоруссии. В нашу гостеприимную республику. Кто-то бежал от мобилизации на Украине. Кстати, вот с 24 февраля несколько волн, и по этим волнам были такие же симметричные волны бежавших от мобилизации. Кто-то укрывал своих детей и близких, и таких большинство: семей, которые перебирались к нам на территорию Белоруссии для того, чтобы найти здесь работу, заработок, дом. 

Андрей Кривошеев, председатель Белорусского союза журналистов в эфире Соловьёв Live.",video,164
91,140539,2022-11-17 18:07:00+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 17, 56, 23, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1360364343), from_name=None, channel_post=1661, post_author='Военкор Z Лисицын', saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","⚡️Соледар, наступление продолжается.

🔥Казаки-разведчики вычисляют опорные пункты противника, а Казачья артиллерия точными попаданиями уничтожает бронетехнику и живую силу нацистов. 

Любо Казакам, Слава России 🇷🇺

📌наш проект существует за средства подписчиков:
Сбер: 5336690394013835
Сбер Мир: 2202202384676296

Военкор Лисицын @evgeniy_lisitsyn",video,72
92,140538,2022-11-17 18:01:36+00:00,,PeerChannel(channel_id=1315735637),,"⚡️ШОУ СКОТТА РИТТЕРА НА СОЛОВЬЁВ LIVE⚡️

📺В эфире телеканала Соловьёв Live американский аналитик и бывший разведчик Корпуса морской пехоты США Скотт Риттер.

🫵Смотрите прямо сейчас на телеканале Соловьёв Live!",video,51
93,140536,2022-11-17 17:38:53+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 16, 40, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1192356624), from_name=None, channel_post=2159, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","❗️🇪🇺11,5% — в Евросоюзе исторический рекорд инфляции. 
В 18 странах ЕС двузначная инфляция, а в 4 странах — больше 20%

▪️Новый рекорд инфляции в ЕС в октябре 2022 года +11,5% после предыдущих рекордов в сентябре +10,9%, августе +10,1%, июле +9,8%, июне +9,6%, мае +8,8% и апреле +8,1%, — сообщил сегодня Евростат 

▪️+41,5% — скачок цен на энергоносители в значительной степени в силу антироссийских санкций внёс основной вклад в инфляцию в октябре 

▪️В 18 странах ЕС зафиксирована двузначная инфляция

🇪🇪22,5% — Эстония
🇱🇹22,1% — Литва
🇭🇺21,9% — Венгрия
🇱🇻21,7% — Латвия
🇳🇱16,8% — Нидерланды
🇵🇱16,4% — Польша
🇨🇿15,5% — Чехия
🇧🇬14,8% — Болгария
🇸🇰14,5% — Словакия
🇷🇴13,5% — Румыния
🇧🇪13,1% — Бельгия
🇭🇷12,7% — Хорватия
🇮🇹12,6% - Италия
🇩🇪11,6% — Германия
🇦🇹11,5% — Австрия
🇩🇰11,4% — Дания
🇵🇹10,6% - Португалия
🇸🇮10,3% — Словения

«КРИСТАЛЛ РОСТА» ранее информировал о том, что в России впервые 5 месяца подряд — май—сентябрь — фиксируется самая низкая в Европе месячная инфляция",photo,
94,140535,2022-11-17 17:38:53+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 16, 40, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1192356624), from_name=None, channel_post=2158, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
95,140534,2022-11-17 17:38:53+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 16, 40, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1192356624), from_name=None, channel_post=2157, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
96,140533,2022-11-17 17:38:53+00:00,,PeerChannel(channel_id=1315735637),"MessageFwdHeader(date=datetime.datetime(2022, 11, 17, 16, 40, 53, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1192356624), from_name=None, channel_post=2156, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
