,id,date,from_id,to_id,fwd_from,message,type,duration
10,22230,2022-11-17 16:00:38+00:00,,PeerChannel(channel_id=1126629353),,"✔️Во время своего выступления на ПМЭФ Президент поставил задачу добиться технологического суверенитета страны - это стало шестым принципом новой экономической политики России. Эту же тему, с отсылкой на Президента, вчера вспоминали на форуме ""Транспорт России"". Глава правления группы ФТК Иван Поминов сообщил, что транспортная безопасность достигла в вопросе суверенизации определенных успехов. Настало время применить накопившийся в этой сфере опыт в решении ключевой для нашей страны задачи - повышения суверенной безопасности промышленных объектов и критической инфраструктуры.
В целом это хорошая точка опоры для обеспечения независимости всех систем безопасности – об этом стоит подумать.",video,180
11,22229,2022-11-17 15:22:16+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Доказательства, собранные НАТО, США и Польшей, подтверждают, что на территорию последней прилетела украинская ракета, — заявил глава Бюро нацбезопасности Польши Яцек Севера",photo,
12,22228,2022-11-17 15:17:21+00:00,,PeerChannel(channel_id=1126629353),,"✔️Пара слов о исчезновении, задержании и освобождении замглавы Херсонской области Екатерины Губаревой. Как известно, сначала о ее пропаже заявил муж, а только потом появилась информация об уголовном деле и задержании чиновницы. 

Нет сомнений, что на территории новых регионов есть люди, нацеленные на хищение денег, выделяемых Москвой для нормализации жизни там. Это могут быть как местные жители, так и приезжие специалисты, и правоохранители правильно делают, что пресекают это. 

Но остается проблема — это коммуникация с обществом. Сейчас подобные инциденты на новых территориях вызывают особый резонанс. Когда проходит информация, что чиновница из Херсонской области пропала, многие неравнодушные могут начать ее искать, а некоторые и вовсе создать панику, надумав себе лишнего. 

Если МВД не будет выдерживать паузу, а сообщит о задержании сразу, это позволит, как минимум, в зародыше погасить все возможные фейки и сэкономить силы на поиске «пропавшего». Также надо поступать и с информацией об освобождении, как в случае с Губаревой, которая уже сегодня будет на свободе.",text,
13,22227,2022-11-17 14:56:32+00:00,,PeerChannel(channel_id=1126629353),,"Журналисты RadioFrance пытались устроить провокацию на выставке, посвященной Сталинградской битве

С 14 по 15 ноября в Волгограде находилась группа журналистов «Radiofrance» (Тронше Сильван и Анастасия Седухина). Это радио было в первых рядах среди западных СМИ, кто освещал с «нужного» ракурса Бучу и Мариуполь. На видео мы видим, как на выставке, посвященной Сталинградской битве, французы отказываются от интервью с местными журналистами и трусливо уходят от беседы. Известно, что накануне французы прицепились к местной общественности и задавали вопросы по острым социально-политическим моментам (тематика СВО, функционирование оппозиции,  переименование Волгограда в Сталинград). Явно ведь хотели добиться того, чтобы люди сравнили великую битву ВОВ с битвой за Мариуполь. Неназванные респонденты не поддались на провокации недружественной Франции",video,54
14,22225,2022-11-17 13:50:04+00:00,,PeerChannel(channel_id=1126629353),,Сначала задайте вопрос своему наркотному президенту: зачем восемь лет ВСУ обстреливают Донбасс?,video,41
15,22224,2022-11-17 13:25:17+00:00,,PeerChannel(channel_id=1126629353),,"«Донбасс. Перезагрузка» – серия 4

Сельское хозяйство Донбасса

Донбасс – не только крупнейший в восточной Европе центр угольной и металлургической промышленности, но и регион с хорошо развитым сельским хозяйством.

В 2013 году Украина входила в топ 10 стран по объему урожая в мире, однако после 2014 года количество сельхозземель в регионе сократилось в несколько раз. Тем не менее, даже в условиях войны все 8 лет Донбасс обеспечивал собственные потребности в зерне. Сельское хозяйство Донбасса –  это целые холдинги, сельхозугодия, мучные и хлебопекарные заводы, тысячи сотрудников и их истории. Четвертая серия проекта «Донбасс. Перегрузка» расскажет самые яркие из них…",video,761
16,22223,2022-11-17 13:16:24+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Госсекретарь США Блинкен: сторона, в конечном счете ответственная за трагический инцидент в Польше — Россия",text,
17,22222,2022-11-17 12:58:13+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Неизвестные дважды пытались напасть на посольство РФ в Польше в ночь на 12 ноября, сообщает МИД РФ.

По данным ведомства, файеры и бутылка с зажигательной смесью были перекинуты через ограду дипмиссии, при этом полиция Варшавы бездействовала.",text,
18,22221,2022-11-17 12:56:20+00:00,,PeerChannel(channel_id=1126629353),,⚡️ Проверяется информация о взрывах в Севастополе.,text,
19,22220,2022-11-17 12:52:57+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Суд в Нидерландах подтвердил вывод о том, что самолет рейса MH17 был сбит ракетой российского производства.",text,
20,22219,2022-11-17 12:51:23+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Минобороны России:

Всего с начала проведения специальной военной операции уничтожены: 333 самолета, 177 вертолетов, 2520 беспилотных летательных аппаратов, 388 зенитных ракетных комплексов, 6668 танков и других боевых бронированных машин, 894 боевые машины реактивных систем залпового огня, 3589 орудий полевой артиллерии и минометов, а также 7259 единиц специальной военной автомобильной техники.",text,
21,22218,2022-11-17 12:45:44+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Минобороны России:

➡️Высокоточными ракетными ударами ВКС России в Павлограде Днепропетровской области уничтожены цеха оборонного предприятия по производству топлива и ракетных двигателей для украинской армии.

➡️ В Запорожье уничтожены цеха научно-производственного комплекса ""Искра"", в которых производились электронные компоненты для ремонта радиолокационных станций украинской армии и реактивных систем залпового огня.",text,
22,22217,2022-11-17 12:38:34+00:00,,PeerChannel(channel_id=1126629353),,"Нэнси Пелоси, на выход!",video,9
23,22216,2022-11-17 12:03:47+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ «Мастер с понтом» Александр Лешков устроивший открытую провокацию на полигоне, включающую неподчинение, оскорбление и угрозы в адрес офицера, оказывается был осужден за избиение собственной матери, что о многом говорит.",text,
24,22215,2022-11-17 11:49:07+00:00,,PeerChannel(channel_id=1126629353),,"✔️Руководство Украины продолжает нагло врать, так как берет пример со своих западных хозяев, для которых не существует ничего святого (лжесвидетельство - один из смертных грехов из десяти ветхозаветных заповедей). До сих пор врут, что Россия сбила над Донбассом малазийский Боинг в 2014.  
 
Сам клоун Зеленский переобулся в воздухе, сменив свои обещания окончить противостояние на Донбассе на полный отказ от выполнения Минских соглашений. Добавлю, что этот козел-провокатор еще до начала СВО заявил на весь мир, что ему нужно ядерное оружие.  
 
И вот теперь наврал, что Россия виновата в обстреле Польши.  Наврал, что Байдену пришлось опровергать.
 
В международном интернете уже появился мем, что их ПВО косорукая.  
 
Однако все эти действия мерзко попахивают провокацией (не без помощи гадливой англичанки), как и в 2001 году, когда они сбили над Черным морем российский  Ту-154 с 78 пассажирами на борту.",text,
25,22214,2022-11-17 10:42:53+00:00,,PeerChannel(channel_id=1126629353),,,photo,
26,22213,2022-11-17 10:42:53+00:00,,PeerChannel(channel_id=1126629353),,"Владимир Путин исключил из президентского совета по правам человека Каляпина, Сванидзе, Винокурову, Асмолову, включил военкора Коца и ряд других новых членов – указ.",photo,
27,22211,2022-11-17 09:25:38+00:00,,PeerChannel(channel_id=1126629353),,"✔️Олаф Шольц выразил мнение всей Европы: «Не имеет значения, чья ракета упала в Польше, в любом случае виновата Россия, потому что она напала на Украину». Заявления прибалтов еще жестче, хотя  президент Польши Дуда уже признал, что падение боеприпаса не удается связать с Россией. Таким образом, по мнению главарей Запада, Россия  виновата во всех бедах по умолчанию, так как  даже прояснение ситуации не меняет их позиции - хоть бы кто конкретно обвинил Зеленского в провокации.  
 
При этом ни лицемерный Шольц, ни другие лидеры ЕС, привыкшие врать и делать черные дела с наглой физиономией нехристей, естественно,  не собираются брать на себя ответственность за милитаризацию Украины, провал Минских соглашений, подрыв ниток «Северного потока» и другие события, приведшие к дестабилизации ситуации в регионе.",text,
28,22210,2022-11-17 08:06:39+00:00,,PeerChannel(channel_id=1126629353),,"Республиканцы взяли 218 мест в Палате представителей, что дает им большинство.",photo,
29,22209,2022-11-17 07:47:52+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ К ракетам «Калибр» присоединились «Герани», отличный букет.",text,
30,22208,2022-11-17 07:26:54+00:00,,PeerChannel(channel_id=1126629353),,"Польские фермеры, прячьтесь! Работает украинская ПВО!",video,16
31,22207,2022-11-17 07:09:21+00:00,,PeerChannel(channel_id=1126629353),,⚡️ Руководитель офиса Зеленского Андрей Ермак: Удары наносятся по объектам энергетики.,text,
32,22206,2022-11-17 07:03:05+00:00,,PeerChannel(channel_id=1126629353),,⚡️ Сегодня Россия может повторить 15 ноября — украинские СМИ.,text,
33,22205,2022-11-17 07:02:11+00:00,,PeerChannel(channel_id=1126629353),,⚡️ Мощное попадание в Киеве.,text,
34,22204,2022-11-17 06:56:14+00:00,,PeerChannel(channel_id=1126629353),,"⚡️ Взрывы в Днепропетровской, Полтавской, Черкасской, Сумской и Харьковской областях.",text,
35,22203,2022-11-17 06:49:40+00:00,,PeerChannel(channel_id=1126629353),,⚡️ Воздушная тревога объявлена на всей территории Украины.,text,
36,22202,2022-11-17 05:30:57+00:00,,PeerChannel(channel_id=1126629353),,"✔️Руководитель министерства иностранных дел террористической организации Хохлостан и по совместительству главный демограф государства 404, который призывал украинцев заниматься любовью и повышать рождаемость во время отключений электроэнергии, Кулеба вновь решил блеснуть умом. Точнее - его отсутствием. Этот последователь секты клоунов и наркоманов в разговоре с главой американского госдепа Блинкеном заявил о необходимости «жесткого ответа» на падение ракет в Польше. Что ж, редкий случай, но в этот раз с хохляцким толмачом можно согласиться. Если «товарищ» просит хардкора, то почему бы его не устроить. 

Польские СМИ ведь опубликовали осколок украинской ракеты С-300. Да и Байден уже сообщил партнёрам по НАТО и G7, что взрыв в Польше стал результатом «работы» хохлов. Соответственно - укропское ПВО завалило двух граждан страны - члена военно-политической группировки НАТО. Значит, по логике Кулебы, натовцам надо сразу вводить в действие статью 5 Североатлантического договора и хреначить ракетами по Киеву и его окрестностям. У них же там типа сдерживание и оборона - это основа их союзнических обязательств. Ну так вот вам, пожалуйста: хохлы напали на Ляхостан. Такое без ответа оставлять нельзя! По идее, подразделения сил реагирования Альянса уже должны вытаскивать Зелю за шкирку из бункера, боевые группы должны уничтожать все встречающиеся на пути всушные формирования, авиация должна утюжить объекты критической инфраструктуры. А Польша, кстати, под шумок может для себя и Львов отгрызть, как того желают тамошние националисты. Такой ответ будет достаточно жестким для тебя, Кулеба?",text,
37,22201,2022-11-16 17:01:58+00:00,,PeerChannel(channel_id=1126629353),,"Зеленский: У меня нет сомнений в том, что ракета, вызвавшая взрыв в Польше, была не украинской.",video,16
38,22199,2022-11-16 16:26:22+00:00,,PeerChannel(channel_id=1126629353),,"Посла Польши вызывали на ковер в наш МИД. Двадцать минут ушло на нравоучения и свободен. 

#обратка",video,31
39,22198,2022-11-16 16:08:14+00:00,,PeerChannel(channel_id=1126629353),,"✔️Объявленное республиканцами «красное цунами» во время промежуточных выборов в Конгресс, как считают источники в РФ, натолкнулось на административный ресурс демократов, который никто не отменял в условиях архаичной избирательной системы США. Так что «геронтологический баттл» в виде противостояния Байдена и Трампа еще продолжится некоторое время. 
Имитация демократии в США на выборах имеет серьезные последствия в виде делегитимации политической системы, разочаровании избирателей в политических процессах вообще. В результате эксперты прогнозируют усиливающийся сепаратизм штатов (из-за игнорирования мнения населения). Импичмент же признается ложным дискурсом – просто потрепать нервы Дж.Байдену.",text,
40,22197,2022-11-16 15:20:33+00:00,,PeerChannel(channel_id=1126629353),,"✔️Резолюция Генассамблеи ООН по репарациям России в отношении Украины знаменует не только начало процесса легитимизации западными странами воровства российских денег и имущества на своей территории, но и сигнализирует о потере статуса  ООН как общепризнанной мировой организации, как минимум в нынешнем формате. Этот формат, очевидно, устарел и нуждается в реформировании на основе принципов справедливости и с учётом изменившегося за последние 70 лет мира, в котором англосаксы уже не могут диктовать большинству стран свои условия. Замечу, что за резолюцию проголосовало 94 страны из 181 принимавших участие в Генассамблее – формальное большинство, но перевес оказался совсем небольшим. Это означает, что огромное число стран, в том числе такие гиганты, как Китай и Индия, не разделяют англосаксонский подход к «наказанию» стран, посмевших бросить вызов их гегемонии.",text,
41,22196,2022-11-16 13:51:53+00:00,,PeerChannel(channel_id=1126629353),,,photo,
42,22195,2022-11-16 13:51:53+00:00,,PeerChannel(channel_id=1126629353),,Байдена восхитили бицепсы оператора «Первого канала» Юрия Шолмова.,video,25
43,22193,2022-11-16 13:21:21+00:00,,PeerChannel(channel_id=1126629353),,✔️Замглавы Херсонской области Екатерина Губарева задержана по делу об экономическом преступлении.,text,
